year,bird.id.prefix,bird.id,species,sex,coll.date,jul.date,days.since.oct,easting,northing,site,time,wing,head.bill,culmen.length,culmen.width,tarsus,keel,body.length,body.mass,molt,molt.score,liver,ab.fat,heart,age,protein,lipid
2017,17DX,189,GADW,M,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,284,97.9,41.83,17.54,44.2,108.92,467,978.1,Yes,NA,20.6,25.5,11.5,A,37,50.6
2017,17DX,190,AGWT,F,1/4/18,4,95,583094.8,4225142.7,Joice D,9:07,182,76.53,37.6,13.95,30.38,55.18,295,329.3,Yes,NA,9.9,5.9,4.9,I,33,49.7
2017,17DX,192,NOPI,M,12/18/17,352,78,582656.2,4224679.8,Joice D,6:55,272,107.03,51.39,18.53,44.59,96.47,499,942.3,No,NA,26,25,10,A,33.6,51.1
2017,17DX,193,NOPI,M,12/18/17,352,78,582656.2,4224679.8,Joice D,8:34,283,106.31,51.64,18.75,43.34,98.89,500,976.6,No,NA,20.1,28.2,13.3,A,31.1,58
2017,17DX,194,GADW,M,1/4/18,4,95,583094.8,4225142.7,Joice D,7:10,270,98.57,42.24,18.7,42.12,97.25,456,838.6,Yes,NA,20.8,13.4,8.7,I,42.5,40.3
2017,17DX,195,NOPI,M,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,278,110.96,52,18.54,44.66,102.04,498,988.3,No,NA,15.4,26,11.9,A,32.7,55.1
2017,17DX,196,AGWT,F,12/18/17,352,78,582656.2,4224679.8,Joice D,8:03,183,78.17,37.16,13.39,30.39,63.98,310,330.6,Yes,NA,10.6,6.3,4.3,I,39.3,45.5
2017,17DX,197,AMWI,M,12/28/17,362,88,591495,4220779,Pond 12,8:00,265,90.18,38.51,18.25,38.15,98.85,419,913.4,Yes,NA,23.4,23.6,11.6,A,35.7,50
2017,17DX,198,NOPI,M,1/4/18,4,95,583094.8,4225142.7,Joice D,8:04,290,113.19,54.79,19.04,45.7,102.63,534,1084.5,Yes,NA,19.8,27.1,10.4,A,31.3,52.1
2017,17DX,199,GADW,M,1/4/18,4,95,583094.8,4225142.7,Joice D,6:55,283,100.11,47.56,18.03,41.77,95.65,446,868.5,Yes,NA,20.5,20.5,9.7,A,42.5,45.65
2017,17DX,200,AGWT,M,12/21/17,355,81,591495,4220779,Pond 12,7:15,195,82.56,37.52,14.37,33.8,72.88,326,367.6,No,NA,6.8,5.6,4.8,A,42,43.6
2017,17DX,201,MALL,F,1/18/18,18,109,591483.5,4220664.5,Pond 12,9-10 AM,279,108.27,54.95,21.33,41.4,102.75,479,1147.8,Yes,NA,40.4,33.2,10.8,A,32.6,54.9
2017,17DX,202,MALL,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,9-10 AM,299,109.95,58.91,23.23,48.12,119.2,545,1335.3,Yes,NA,35.6,14.6,14.1,A,50.35,34.55
2017,17DX,203,AGWT,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,9-10 AM,193,80.6,35.6,13.9,31.84,67.32,321,385.2,Yes,NA,12,5,4.3,A,42,45.6
2017,17DX,204,MALL,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,9-10 AM,281,113.55,55.26,21.85,42.66,106.25,495,1030.3,Yes,NA,24.6,6.6,11.5,A,54,28
2017,17DX,205,MALL,F,1/18/18,18,109,591483.5,4220664.5,Pond 12,9-10 AM,270,107.67,51.62,21.41,43.64,105.26,480,1157.6,Yes,NA,29.8,22.9,17.3,I,42.2,45.4
2017,17DX,206,MALL,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,9-10 AM,310,115.28,56.15,22.14,43.8,106.25,501,1003.1,Yes,NA,23.4,5.2,12.7,A,54.8,30.4
2017,17DX,207,MALL,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,9-10 AM,299,116.69,55.75,23.31,43.37,112.08,510,1081.4,Yes,NA,28.3,0.9,15,A,66.4,16.1
2017,17DX,208,NOPI,F,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,251,103.19,46.56,18.11,38.94,93.35,445,786.2,Yes,NA,16.8,21.3,8.3,I,36.7,53
2017,17DX,209,AMWI,M,2/1/18,32,123,591483.5,4220664.5,Pond 12,10:27,265,89.28,37.8,17.91,39.89,96.81,420,842.2,Yes,NA,21.9,16.4,9.2,A,39.6,45.6
2017,17DX,210,NSHO,F,1/25/18,25,116,583059,4225176,Joice D,7:30,220,106.54,58.98,17.73,33.2,82.95,382,512.1,Yes,NA,13,5.4,6.6,I,40.1,46.2
2017,17DX,211,NSHO,M,1/25/18,25,116,583059,4225176,Joice D,7:30,240,119.6,68.18,20.73,39.2,91.52,427,623.3,Yes,NA,12.5,13.4,7.8,A,34.7,52.8
2017,17DX,212,MALL,F,1/25/18,25,116,583059,4225176,Joice D,8-10 AM,270,106.18,52.07,22.58,43.68,109.58,487,1126.5,Yes,NA,24.6,8.7,13.8,A,42.7,42.8
2017,17DX,213,MALL,F,1/25/18,25,116,583059,4225176,Joice D,8:30,290,110.49,55.08,20.97,42.69,108.28,470,1105.4,Yes,NA,25.5,26.3,10.8,A,37,49.1
2017,17DX,214,AMWI,M,1/25/18,25,116,583059,4225176,Joice D,10:05,262,86.84,35.48,15.61,38.1,93.52,410,749,Yes,NA,19.5,15.7,8.7,A,40.8,45.8
2017,17DX,215,AMWI,F,1/25/18,25,116,583059,4225176,Joice D,10:30,245,83.39,34.06,15.98,36.03,NA,390,675.4,Yes,NA,26.4,10.5,9.8,A,49.6,36.6
2017,17DX,216,MALL,M,1/25/18,25,116,583059,4225176,Joice D,9:35,300,118.56,59.32,23.79,44.67,112.87,435,1277.9,No,NA,40.7,10.6,14.2,A,53.1,30.6
2017,17DX,217,MALL,F,1/25/18,25,116,583059,4225176,Joice D,8-10 AM,277,110.71,52.1,21.16,44.22,103.26,480,1097.7,Yes,NA,20.2,24,10.6,I,35.95,52.35
2017,17DX,218,AGWT,M,1/25/18,25,116,583059,4225176,Joice D,9:10,193,83.32,38.7,13.75,32.76,74.26,337,371.7,Yes,NA,8.2,4.9,4.8,A,41.9,44.7
2017,17DX,219,NSHO,M,2/15/18,46,137,583059,4225176,Joice D,7:22,256,117.39,67.05,20.53,39.72,88.2,435,637.8,Yes,NA,19.1,9.6,8.9,A,37.8,53
2017,17DX,220,MALL,M,2/1/18,32,123,606440,4265460,Pond 12,8:00,298,115.75,54.15,21.75,45.26,113.93,524,1340.4,Yes,NA,26,19.1,14,A,37.6,48.9
2017,17DX,221,NOPI,F,2/1/18,32,123,591483.5,4220664.5,Pond 12,8:20,249,93.67,44.06,17.23,39.79,93.1,437,877.5,Yes,NA,19.3,26,9.2,A,35.7,50.7
2017,17DX,222,NSHO,F,2/15/18,46,137,583059,4225176,Joice D,7:22,230,106.67,62.32,17.9,36.48,76.95,395,514.8,Yes,NA,12,10.5,5.8,A,34.6,53.5
2017,17DX,223,NSHO,F,1/25/18,25,116,582656.2,4224679.8,Joice D,9:00,237,111.27,60.8,17.12,36.21,78.45,410,532.4,Yes,NA,18.1,5,6.5,A,49.2,37.3
2017,17DX,224,NSHO,M,1/25/18,25,116,582656.2,4224679.8,Joice D,8:45,253,119.65,70.14,21.52,38.86,86.77,430,582.6,No,NA,25,4.9,6.2,A,50,34.7
2017,17DX,225,NSHO,M,1/25/18,25,116,582656.2,4224679.8,Joice D,9:00,249,118.17,67.73,19.64,36.49,92.69,430,607,Yes,NA,22.9,7,7.3,A,43.4,40.7
2017,17DX,226,MALL,M,1/25/18,25,116,582656.2,4224679.8,Joice D,7:45,296,114.61,54.87,22.63,48.6,108.89,530,1290.1,Yes,NA,37.2,20.2,15.2,A,43.1,41.5
2017,17DX,227,MALL,F,1/25/18,25,116,582656.2,4224679.8,Joice D,7:50,283,107.68,53.56,21.1,42.57,103.8,464,1212.7,Yes,NA,21.6,26.4,11.9,A,39.5,48.2
2017,17DX,228,AMWI,M,1/25/18,25,116,583059,4225176,Joice D,8-10 AM,262,89.73,37.76,16.74,39.26,92.18,419,747.6,Yes,NA,18.3,19.9,10.4,A,38.4,47.4
2017,17DX,229,AGWT,F,1/25/18,25,116,583059,4225176,Joice D,8-10 AM,180,78.78,35.07,13.47,32.42,64.75,307,338.8,Yes,NA,8.6,5.2,4.5,A,40.5,42.5
2017,17DX,230,NOPI,M,1/25/18,25,116,582656.2,4224679.8,Joice D,7:05,275,109.61,53.63,18.6,44.75,101.02,500,867.7,No,NA,19,7.7,12.2,A,44.6,41.8
2017,17DX,231,MALL,F,1/25/18,25,116,582656.2,4224679.8,Joice D,8:00,275,109.13,52.11,20.59,43.21,105.49,500,1264.6,Yes,NA,33.7,31.5,12.1,I,36,53.1
2017,17DX,232,MALL,M,2/1/18,32,123,606440,4265460,Pond 12,8:00,286,115,56.28,22.47,45.45,114.84,516,1152.4,Yes,NA,38.2,8,12.6,A,51.7,29.4
2017,17DX,233,MALL,F,1/25/18,25,116,583059,4225176,Joice D,8:05,287,113.71,58.66,22.36,42.93,105.86,470,1045.7,Yes,NA,23.8,11.6,14.3,A,51.2,37.6
2017,17DX,234,GADW,F,1/25/18,25,116,582656.2,4224679.8,Joice D,8:45,259,96.01,42.31,17.42,39.48,94.83,427,872.1,Yes,NA,22,25.2,9.4,A,33.6,54.9
2017,17DX,235,AMWI,M,1/25/18,25,116,583059,4225176,Joice D,10:30,271,88.46,37.62,16.55,36.94,87.6,395,635.4,No,NA,19.2,7.4,7.9,A,51,36.7
2017,17DX,236,MALL,M,1/25/18,25,116,582656.2,4224679.8,Joice D,8:20,292,110.69,54.74,21.06,44.82,109.01,520,1161.5,Yes,NA,23.1,17.7,13.7,A,44.7,41.9
2017,17DX,237,GADW,F,1/25/18,25,116,583059,4225176,Joice D,8:00,239,89.97,40.81,16.32,37.75,89.88,395,653.8,Yes,NA,27.8,4.8,8.7,I,49.1,33.8
2017,17DX,238,MALL,M,1/25/18,25,116,582656.2,4224679.8,Joice D,8:30,283,117.79,56.66,23.65,48.12,103.25,500,946,No,NA,29.1,4.7,14.6,A,57.9,26
2017,17DX,239,AMWI,F,1/25/18,25,116,583059,4225176,Joice D,10:13,239,81.64,34.84,15.12,37.03,83.54,386,673.2,Yes,NA,14.9,17.5,6.8,A,37.65,50.5
2017,17DX,240,MALL,F,2/1/18,32,123,606440,4265460,Pond 12,8:00,274,109.05,54.05,21.1,45.31,105.14,490,1078.1,Yes,NA,22.2,15.1,12.4,I,47.3,38.7
2017,17DX,241,AGWT,F,2/15/18,46,137,583059,4225176,Joice D,9:40,178,74.62,34.13,12.55,29.29,63.94,290,299,Yes,NA,8.4,4,4.1,A,42.2,47.7
2017,17DX,242,AGWT,M,2/15/18,46,137,583059,4225176,Joice D,9:40,179,80.96,36.78,13.93,31.17,75.04,322,361.5,No,NA,9,8.9,3.7,A,36.9,49.1
2017,17DX,243,NOPI,F,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,257,100.02,44.56,18.64,39.88,97.89,435,948.9,Yes,NA,20.6,32.2,10.7,A,27.8,62.3
2017,17DX,244,AGWT,M,2/15/18,46,137,583059,4225176,Joice D,9:14,188,78.09,34.92,13.67,29.62,73.32,312,374.1,No,NA,9.2,5.5,3.8,A,39.5,49.2
2017,17DX,245,NSHO,M,2/15/18,46,137,583059,4225176,Joice D,9:15,246,116.66,63.98,18.8,35.43,90.37,420,637.2,Yes,NA,19.5,17.3,7.8,A,33,56.1
2017,17DX,246,GADW,F,2/15/18,46,137,583059,4225176,Joice D,9:00,261,87.96,38.5,17.12,38.09,97.05,409,820.1,No,NA,18.9,22.4,7.5,A,34.1,56.3
2017,17DX,247,AGWT,M,2/1/18,32,123,606440,4265460,Pond 12,9:55,188,80.77,36.96,13.95,31.64,70.12,310,328.2,Yes,NA,8.6,4.1,4,A,42.8,42
2017,17DX,248,MALL,M,2/1/18,32,123,606440,4265460,Pond 12,9:45,291,115.98,56.6,23.79,45.7,110.44,530,1339.9,Yes,NA,37.1,17.8,12.5,A,47.1,38.3
2017,17DX,249,GADW,M,2/1/18,32,123,606440,4265460,Pond 12,8:45,269,98.7,44.05,18.02,39.38,100.89,NA,887.7,Yes,NA,26,21.2,9.2,A,40,43.8
2017,17DX,250,MALL,F,2/1/18,32,123,606440,4265460,Pond 12,8:47,271,105.66,49.2,21.25,42.79,105.11,472,1057,Yes,NA,24.2,13.1,12,I,47.4,37.7
2017,17DX,251,MALL,M,2/1/18,32,123,606440,4265460,Pond 12,8:00,285,114.94,57.89,22.71,46.87,114.51,519,1353.4,Yes,NA,32.9,15.2,13.8,A,42.8,43
2017,17DX,252,MALL,F,2/1/18,32,123,606440,4265460,Pond 12,8:00,276,105.17,52.22,21.19,41.27,107.17,470,1177,Yes,NA,30.7,20.9,14,A,40.1,51.2
2017,17DX,253,MALL,F,2/1/18,32,123,606440,4265460,Pond 12,8:05,270,107.93,50.41,21.14,42.75,103.99,475,1137.4,Yes,NA,27.4,18.3,13.1,A,38.85,48.55
2017,17DX,254,MALL,F,2/1/18,32,123,606440,4265460,Pond 12,7:00,272,104.29,52.11,20.55,41.1,104.44,465,1106.6,Yes,NA,39.4,14,12.4,I,44.4,42.7
2017,17DX,255,AGWT,M,2/1/18,32,123,606440,4265460,Pond 12,7-10 AM,186,77.48,34.73,13.73,30.81,67,305,308.2,No,NA,8.1,3.4,3.7,A,41.5,44.8
2017,17DX,256,AMWI,M,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,267,88.45,38.73,17.39,39.76,96.1,405,726.9,No,NA,12,13.5,7.1,A,40,48.6
2017,17DX,257,AMWI,F,2/1/18,32,123,591483.5,4220664.5,Pond 12,10:30,255,79.03,32.91,16.72,36.87,85.92,370,650.6,Yes,NA,17.6,15.4,7.9,A,37.55,50.7
2017,17DX,258,AMWI,F,2/1/18,32,123,591483.5,4220664.5,Pond 12,10:00,258,85.42,35.71,16.67,38.09,85.28,384,704.4,Yes,NA,19.9,8.3,7.7,A,45.6,39
2017,17DX,259,AMWI,M,2/1/18,32,123,591483.5,4220664.5,Pond 12,10:00,266,89.02,37.08,16.83,39.38,94.63,415,812.3,Yes,NA,22.7,11.5,8.2,A,46.6,38.5
2017,17DX,260,GADW,F,2/1/18,32,123,591483.5,4220664.5,Pond 12,9:48,263,91.62,40.67,18.11,NA,92.31,423,859.5,Yes,NA,20.3,20.5,8.5,A,38.8,48.9
2017,17DX,261,NOPI,F,2/1/18,32,123,591483.5,4220664.5,Pond 12,9:00,255,97.3,46.38,17,40.36,92.03,445,857.8,Yes,NA,19.4,29.1,8.7,I,33.9,58.3
2017,17DX,262,MALL,M,2/1/18,32,123,591483.5,4220664.5,Pond 12,8:43,280,112.77,53.64,21.96,44.5,112.68,500.4,1271.9,Yes,NA,34.9,27.2,14.3,A,37.4,52.8
2017,17DX,263,AGWT,F,2/1/18,32,123,591483.5,4220664.5,Pond 12,8:00,179,78.17,35.48,13.41,29.67,64.57,300.4,325.8,Yes,NA,12.2,2.1,4.4,A,48.9,35.6
2017,17DX,264,MALL,F,2/1/18,32,123,591483.5,4220664.5,Pond 12,7:05,284,106.91,51.82,21.24,46.75,100.49,487,1111.5,Yes,NA,32.3,12.2,11.6,A,44.3,44.5
2017,17DX,265,MALL,M,2/1/18,32,123,591483.5,4220664.5,Pond 12,7-10 AM,277,114.45,55.14,23.5,45.42,108.86,500.6,1178,Yes,NA,26.4,8.7,12.8,A,52.9,31.6
2017,17DX,266,AGWT,M,2/15/18,46,137,583059,4225176,Joice D,7:00,192,80.37,36.08,14.07,30.76,72.28,320,345.8,Yes,NA,9,3.8,4.1,A,43.7,43.6
2017,17DX,267,AGWT,F,2/15/18,46,137,583059,4225176,Joice D,7:00,181,76.04,34.29,13.38,28.65,66.93,300,320.9,Yes,NA,15.5,4.3,3.8,A,40.45,48.5
2017,17DX,268,NSHO,M,2/8/18,39,130,591483.5,4220664.5,Pond 12,9:30,246,114.75,63.37,19.26,36.15,87.47,425,535.8,Yes,NA,18.7,2.3,6.9,A,54.4,30.7
2017,17DX,269,AGWT,M,2/15/18,46,137,583059,4225176,Joice D,7-10 AM,192,80.58,37.65,14.03,30.21,73.45,325,366.2,Yes,NA,7.6,7.7,4.3,A,40.5,46.8
2017,17DX,270,NOPI,F,2/8/18,39,130,591483.5,4220664.5,Pond 12,9:00,268,98.73,43.7,17.45,40.69,95.24,452,918,Yes,NA,19.7,21.4,10.7,A,34,52.5
2017,17DX,271,AMWI,M,2/8/18,39,130,591483.5,4220664.5,Pond 12,8:25,267,84.05,34.85,16.05,36.42,88.44,401,713.2,No,NA,26.2,10.1,6.9,A,46.5,41.1
2017,17DX,272,AMWI,F,2/8/18,39,130,591483.5,4220664.5,Pond 12,8:25,253,84.64,35.59,16.95,36.76,81.86,393,675.2,No,NA,22.6,12.6,7.3,A,47.5,37.4
2017,17DX,273,MALL,F,2/8/18,39,130,591483.5,4220664.5,Pond 12,8:15,270,106.74,51.82,21.8,45.48,105.45,468,979.9,Yes,NA,31.5,8.6,11.2,I,50.6,35.1
2017,17DX,274,AGWT,M,2/8/18,39,130,591483.5,4220664.5,Pond 12,8:25,188,81.55,35.11,14.58,30.22,73.74,321,328.3,Yes,NA,12.4,2.6,3.8,A,48.1,35.2
2017,17DX,275,NOPI,F,2/8/18,39,130,591483.5,4220664.5,Pond 12,8:00,268,103.1,47.82,16.83,40.75,93.9,458,766.9,Yes,NA,28.3,7.6,9.7,A,44,42.3
2017,17DX,276,NOPI,M,2/8/18,39,130,591483.5,4220664.5,Pond 12,8:00,286,111.01,50.64,17.96,43.86,104.33,511,1047.8,Yes,NA,30.6,24.1,10.1,A,35.1,47.1
2017,17DX,277,AGWT,M,2/15/18,46,137,583059,4225176,Joice D,7:00,189,74.35,33.07,13.77,31.23,74.32,NA,357.4,No,NA,11.1,5.2,4.8,A,39.2,52.7
2017,17DX,278,AGWT,F,2/15/18,46,137,583059,4225176,Joice D,6:55,179,75.55,32.4,13.13,28.8,69.55,295,292.9,Yes,NA,8.4,3.3,4.1,A,46.7,38.6
2017,17DX,279,NSHO,M,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,240,118.54,67.23,19.44,38.54,90.05,432,673.5,Yes,NA,21.6,13.9,7.9,A,35.1,53.5
2017,17DX,280,MALL,F,2/15/18,46,137,583059,4225176,Joice D,6:50,268,106.3,51.83,21.26,40.3,105.66,470,1091.1,Yes,NA,26.9,17.5,10.3,I,44.5,43.6
2017,17DX,281,NSHO,M,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,250,118.3,66.95,19.86,39.51,92.26,435,642.1,Yes,NA,24.5,8.8,7,A,44.5,39.5
2017,17DX,282,AGWT,M,2/15/18,46,137,583059,4225176,Joice D,6:55,184,78.33,35.07,13.33,28.98,63.55,311,354.1,No,NA,12.1,6.9,4.4,A,38.7,50.3
2017,17DX,283,NOPI,M,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,275,103.32,46.83,18.18,43.27,92.01,485,834.8,Yes,NA,14.9,29.5,8.7,A,34.95,52
2017,17DX,284,AGWT,M,2/15/18,46,137,583059,4225176,Joice D,6:55,193,80.58,36.67,13.85,29.61,71.58,320,347.5,No,NA,9.8,3,4.1,A,46.8,39
2017,17DX,285,MALL,M,2/15/18,46,137,583059,4225176,Joice D,6:50,290,116.68,NA,23.33,43.12,109.39,530,1269.2,Yes,NA,39.3,8.8,12.8,I,52.8,33.4
2017,17DX,286,NOPI,M,2/15/18,46,137,582656.2,4224679.8,Joice D,9:07,268,107.05,51.68,18.95,42.66,102.77,492,872.5,Yes,NA,16.2,20.9,9,A,37.7,50.8
2017,17DX,287,NSHO,M,2/15/18,46,137,582656.2,4224679.8,Joice D,7:00,255,117.78,63.08,19.73,38.2,91.92,420,623.3,Yes,NA,16.4,7.9,7.6,A,41.05,46.1
2017,17DX,288,NSHO,F,2/15/18,46,137,582656.2,4224679.8,Joice D,7:22,235,105.8,59.7,18.94,33.98,79.94,400,536.1,Yes,NA,16.6,7.9,6.2,A,38.6,50.9
2017,17DX,289,NOPI,F,2/15/18,46,137,582656.2,4224679.8,Joice D,7:54,265,100.14,46.23,19.23,42.88,96.67,447,961.8,Yes,NA,29.2,22.9,11.1,A,34.2,55.6
2017,17DX,290,NSHO,M,2/15/18,46,137,582656.2,4224679.8,Joice D,8:17,253,118.18,66.8,20.85,39.1,86.73,435,656.6,Yes,NA,20.9,11.7,6.7,A,40.6,43.7
2017,17DX,291,NSHO,M,2/15/18,46,137,582656.2,4224679.8,Joice D,7:38,249,117.96,68.65,18.17,36.08,84.8,420,571.9,Yes,NA,18.4,11.7,7.4,A,40.3,47.7
2017,17DX,292,NOPI,M,2/15/18,46,137,582656.2,4224679.8,Joice D,9:22,285,110.18,50.66,19.54,44.56,102.5,510,1125.3,Yes,NA,25.4,33.1,11,A,32.8,55.7
2017,17DX,293,NOPI,F,2/15/18,46,137,582656.2,4224679.8,Joice D,9:00,258,99.48,45.92,18.11,39.43,94.78,445,764.5,Yes,NA,23,18.5,9,I,37.5,49.8
2017,17DX,294,AGWT,M,2/15/18,46,137,582656.2,4224679.8,Joice D,7:24,190,79.03,34.95,13.94,31.51,73.19,315,308.1,Yes,NA,8.6,2.4,3.5,A,46.7,38.7
2017,17DX,295,AGWT,M,2/15/18,46,137,582656.2,4224679.8,Joice D,7:24,NA,83,36.01,14.28,31.89,71.41,320,386.1,Yes,NA,6.3,8.4,4,A,31.4,54.5
2017,17DX,296,MALL,F,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,278,108.08,50.43,22.25,45.59,108.6,488,1206.2,Yes,NA,35.6,12.4,13.4,A,39.9,48.1
2017,17DX,297,MALL,F,2/26/18,57,148,584340.4,4230512,WLanding,7:07,286,105.86,51.8,21.46,35.44,110.43,470,1096.1,Yes,NA,25.4,15.4,12.3,A,39.7,48.1
2017,17DX,298,MALL,F,2/22/18,53,144,583059,4225176,Joice D,7:18,276,106.3,50.06,20.94,42.43,101.78,460,998.4,Yes,NA,26.3,10.8,11.2,I,46.4,46
2017,17DX,299,NOPI,F,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,253,103.05,47.14,18.61,41.03,98.1,465,1029.3,Yes,NA,20.6,39.2,11,A,30,57.7
2017,17DX,300,NSHO,M,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,244,115.08,66.43,19.94,38.29,93.43,415,671.9,Yes,NA,14.2,18,8.6,A,33.4,54.4
2017,17DX,596,MALL,M,2/22/18,53,144,583059,4225176,Joice D,6:50,284,115.07,54.17,21.27,44.34,108.16,480,1187,Yes,NA,31.7,20.7,13.9,A,38.5,54.1
2017,17DX,597,AMWI,F,3/9/18,68,159,592545.2,4220566.1,Pond 12,7:05,244,79.95,33.44,16.36,35.98,82.93,375,553.5,Yes,NA,17.2,1.4,5.1,I,64.7,16
2017,17DX,598,MALL,M,2/22/18,53,144,587869.1,4227454.8,Joice A,9:25,301,114.99,54.48,22.83,43.67,112.6,516,1269.3,Yes,NA,31.3,18.7,12.4,A,39.8,50
2017,17DX,599,NOPI,M,2/22/18,53,144,587869.1,4227454.8,Joice A,8:50,255,102.93,49.53,18.81,41.58,97.71,480,821.2,Yes,NA,28,10.7,8.9,A,45.4,38.9
2017,17DX,600,NOPI,F,2/22/18,53,144,587869.1,4227454.8,Joice A,8:50,244,96.59,45.45,17.4,37.86,93.9,437,753.9,Yes,NA,22.6,13.1,8.9,I,44.2,45.5
2017,17DX,601,NSHO,M,3/9/18,68,159,592545.2,4220566.1,Pond 12,7:15,249,114.66,64.63,19.77,38.14,89.93,434,650.9,Yes,NA,17.2,12.7,7.3,A,37.9,50.6
2017,17DX,602,AGWT,M,2/26/18,57,148,584340.4,4230512,WLanding,9:19,190,86.51,41.41,12.94,30.64,73.49,334,350.3,Yes,NA,7.6,7.9,4.1,A,34,57
2017,17DX,603,AGWT,F,2/26/18,57,148,584340.4,4230512,WLanding,9:19,180,77.13,35,14.07,30.35,70.96,300,305.8,Yes,NA,7.5,1.9,4,I,49.2,35.8
2017,17DX,604,NSHO,F,3/9/18,68,159,592545.2,4220566.1,Pond 12,7:15,220,101.2,39.25,18.57,35.03,83.59,390,494.2,Yes,NA,14,6.2,5.2,I,44.2,43
2017,17DX,605,MALL,F,3/9/18,68,159,592545.2,4220566.1,Pond 12,7:30,265,103.15,49.25,21.76,41.94,98.86,457,972.1,Yes,NA,24.9,11.5,11,I,44.6,44.5
2017,17DX,606,NOPI,M,2/26/18,57,148,584340.4,4230512,WLanding,6:57,288,111.1,52.39,18.9,45.4,101.82,530,1135,No,NA,21.6,46.5,11.6,A,29.1,59.5
2017,17DX,607,AGWT,F,2/26/18,57,148,584340.4,4230512,WLanding,7:30,185,80.23,36.2,13.07,30.9,70,301,313.3,Yes,NA,8.7,1.7,4.1,I,47.7,36.6
2017,17DX,608,MALL,F,3/9/18,68,159,592545.2,4220566.1,Pond 12,7:45,272,105.93,51.72,21.49,42.87,105.46,460,975.1,Yes,NA,20.4,8.2,10.7,I,50.2,34.75
2017,17DX,609,AGWT,M,3/9/18,68,159,592545.2,4220566.1,Pond 12,6:55,193,81.55,35.61,14.35,29.35,76.25,320,354.1,Yes,NA,8.2,3.6,5.1,A,46.7,40.6
2017,17DX,610,NOPI,F,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,269,98.79,48.59,18.01,40.67,95.3,455,854.2,Yes,NA,15.3,21.4,7.9,A,36.8,46.6
2017,17DX,611,NOPI,M,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,282,106.2,48.69,17.65,42.6,97.33,NA,903.3,Yes,NA,18.1,22.1,12.7,A,35,53.9
2017,17DX,612,NSHO,M,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,257,118.79,68,20.43,39.45,94.98,433,706.3,No,NA,18.3,19.6,8.3,A,35.5,56.2
2017,17DX,613,MALL,M,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,296,117.22,56.11,22.39,47.25,114.74,537,1420.4,Yes,NA,28.7,25.5,12,A,41.2,45.8
2017,17DX,614,MALL,M,3/9/18,68,159,592545.2,4220566.1,Pond 12,7:45,285,118.55,NA,22.28,45.99,117.02,525,1110.7,Yes,NA,18.5,18.5,12.1,I,46.7,45.3
2017,17DX,615,MALL,M,2/26/18,57,148,584340.4,4230512,WLanding,7:07,295,116.12,56.04,21.42,46.81,114.35,NA,1175.6,Yes,NA,25.4,8,10.4,A,53.8,34.1
2017,17DX,616,NSHO,M,3/14/18,73,164,591483.5,4220664.5,Pond 12,8:20,251,119.86,68.4,19.89,36.44,92.98,436,680.3,Yes,NA,26.9,12.8,8.2,A,38.1,47.6
2017,17DX,617,AGWT,M,3/9/18,68,159,592545.2,4220566.1,Pond 12,8:20,188,79.61,36.42,14.45,29.79,70.9,315,334.2,Yes,NA,6.7,5.1,4.1,A,40.6,44.65
2017,17DX,618,AGWT,M,3/14/18,73,164,591483.5,4220664.5,Pond 12,8:09,190,81.72,36.96,13.91,30.83,74.8,316,326.8,Yes,NA,8.9,5.3,3.7,A,36.3,52.2
2017,17DX,619,NSHO,M,3/14/18,73,164,591483.5,4220664.5,Pond 12,8:20,246,117.21,66.95,19.55,38,94.24,435,613,No,NA,15.5,13.4,7.3,A,36.3,55.6
2017,17DX,620,MALL,F,3/14/18,73,164,591483.5,4220664.5,Pond 12,8:25,272,108.55,53.26,21.03,44.5,105.85,485,881.4,Yes,NA,29.9,1.1,9.5,I,66.8,13.6
2017,17DX,621,NSHO,M,3/14/18,73,164,591483.5,4220664.5,Pond 12,8:15,252,119.17,65.65,20.91,39.26,92.67,430,682.9,Yes,NA,19.6,17,6.8,A,36.9,50.1
