year,bird.id.prefix,bird.id,species,sex,coll.date,jul.date,days.since.oct,easting,northing,site,time,wing,head.bill,culmen.length,culmen.width,tarsus,keel,body.length,body.mass,molt,molt.score,liver,ab.fat,heart,age,protein,lipid
2017,17DX,38,NSHO,M,11/30/17,334,60,582424,4224686,Joice D,8:30,255,117.27,67.49,20.71,39.22,85.73,427,680.7,Yes,NA,16.8,11.6,8.6,A,36.45,54.35
2017,17DX,39,AGWT,M,11/30/17,334,60,582424,4224686,Joice D,9:20,182,78.52,36.47,13.8,29.46,71.28,308,309.3,Yes,NA,7.9,3.6,4.2,A,41.1,42.9
2017,17DX,40,NSHO,F,12/7/17,341,67,583332.4,4224869.2,Joice C,9:23,231,105.73,59.42,18.74,35.13,86.17,390,528.5,Yes,NA,17.5,4.7,6.4,I,44.7,42.3
2017,17DX,42,NOPI,M,12/18/17,352,78,582656.2,4224679.8,Joice D,9:18,281,108.93,53.46,18.51,46.45,101.5,533,1009.7,Yes,NA,24,27.4,12.7,I,37,49.8
2017,17DX,43,NOPI,M,12/7/17,341,67,583332.4,4224869.2,Joice C,9:34,277,110.67,52.65,18.77,41.82,102.02,492,922.9,No,NA,24.2,20,12.8,A,40.6,48.1
2017,17DX,44,AMWI,M,12/21/17,355,81,591495,4220779,Pond 12,7:50,264,86.54,37.07,17.08,36.79,93.91,410,753.8,Yes,NA,20.9,16.4,7.4,A,44.6,43.7
2017,17DX,45,MALL,M,12/7/17,341,67,583332.4,4224869.2,Joice C,8:15,295,114.84,54.65,22.86,48.31,114.07,500,1223,Yes,NA,44.8,13.4,12.2,A,46,39.6
2017,17DX,46,MALL,F,12/18/17,352,78,582656.2,4224679.8,Joice D,10:05,270,108.19,54.96,22.02,44.43,107.27,480,1241,Yes,NA,22.4,37.1,13.1,I,35.6,52.6
2017,17DX,47,MALL,M,2/23/18,54,145,584001.8,4230505.2,WLanding,7:30-9:30,292,114.5,54.52,22.01,45.99,104.63,510,1232.3,Yes,NA,29.8,25.4,12.8,A,42.8,47.2
2017,17DX,48,GADW,F,12/7/17,341,67,583332.4,4224869.2,Joice C,7:12,255,95.2,41.66,18.68,41.35,94.19,422,946.2,Yes,NA,19,37,8.4,I,29.4,58.9
2017,17DX,49,NOPI,F,12/18/17,352,78,582656.2,4224679.8,Joice D,7:23,244,96.49,44.37,17.22,41.84,90.42,445,815.4,Yes,NA,11.1,31.3,9.1,I,34.55,56.7
2017,17DX,50,MALL,F,12/7/17,341,67,583332.4,4224869.2,Joice C,7:48,270,105.94,51.2,20.92,43.58,105.64,473,1174.8,Yes,NA,35,38.6,12.1,I,33.1,55
2017,17DX,51,NOPI,M,12/7/17,341,67,583332.4,4224869.2,Joice C,9:00,275,108.95,51.02,17.91,43.85,103.21,525,1008.2,Yes,NA,20,28.2,12.8,I,32.9,60.2
2017,17DX,52,MALL,M,12/18/17,352,78,582656.2,4224679.8,Joice D,8:50,277,111.43,52.68,22.1,44.76,111.01,510,1252.5,Yes,NA,19.9,33.4,11.8,I,34.7,53.25
2017,17DX,54,MALL,F,12/7/17,341,67,583332.4,4224869.2,Joice C,7:28,261,102.96,49.32,20.79,42.05,100.81,471,1149.2,Yes,NA,33.3,34.6,11.7,I,33.5,56.2
2017,17DX,56,AGWT,F,2/23/18,54,145,584001.8,4230505.2,WLanding,7:30-9:30,175,75.92,36.26,12.64,29.24,69.84,300,304.6,Yes,NA,8.1,2.9,3.7,I,44.6,41.3
2017,17DX,57,AMWI,F,12/7/17,341,67,583332.4,4224869.2,Joice C,8:45,250,86.2,35.44,16.76,40.08,87.54,395,731.1,Yes,NA,27,21,8.1,I,36,53.2
2017,17DX,58,AMWI,F,12/7/17,341,67,583332.4,4224869.2,Joice C,7:32,234,80.49,32.58,14.98,34.49,85.75,375,660.3,Yes,NA,17.2,17.4,7.7,I,32.8,56.2
2017,17DX,59,MALL,M,12/7/17,341,67,583332.4,4224869.2,Joice C,7:51,285,117.6,54.91,23.2,45.77,119.8,518,1322.1,No,NA,46.9,32,13.2,I,41.8,47.2
2017,17DX,60,NOPI,M,12/7/17,341,67,583332.4,4224869.2,Joice C,9:45,276,105.87,48.37,17.87,42.99,100.86,485,937.7,Yes,NA,31.5,29.2,10.6,A,38.6,53
2017,17DX,61,AGWT,F,12/4/17,338,64,592189,4220665.3,Pond 12,9:12,175,NA,NA,NA,28.51,68.81,NA,313.5,Yes,NA,9.4,13.4,3.5,A,30.4,58.55
2017,17DX,62,AGWT,M,12/21/17,355,81,591495,4220779,Pond 12,7:15,191,79.28,35.11,12.66,30.84,70.83,305,391.5,Yes,NA,12.6,11.2,4.6,A,33,54.7
2017,17DX,64,NOPI,M,2/23/18,54,145,584001.8,4230505.2,WLanding,7:30-9:30,268,107.64,52.08,18.88,42.65,99.95,500,999.2,No,NA,21.8,24.9,10.8,A,36.65,54.95
2017,17DX,66,AGWT,F,12/21/17,355,81,591495,4220779,Pond 12,7:00,181,NA,35.96,12.94,29.44,66.3,310,309.4,No,NA,7.5,6.9,3.6,A,40.3,44.6
2017,17DX,67,NOPI,M,12/7/17,341,67,583332.4,4224869.2,Joice C,9:40,278,108.26,49.78,18.56,44.95,102.33,517,962,Yes,NA,32.5,18.6,11.2,A,39.2,49.3
2017,17DX,68,AGWT,M,12/21/17,355,81,591495,4220779,Pond 12,7:00,187,80.9,38.75,13.72,30.48,70.15,318,308.1,Yes,NA,6.8,3.6,3.7,A,40.3,46.2
2017,17DX,69,NOPI,M,12/7/17,341,67,583332.4,4224869.2,Joice C,8:57,278,118.85,53.93,17.94,41.8,107.59,517,996.9,No,NA,39,15,12.9,A,41.1,45.6
2017,17DX,70,AMWI,M,12/18/17,352,78,582656.2,4224679.8,Joice D,9:40,267,85.13,35.16,15.54,40.31,88.69,402,728,Yes,NA,18.5,17.7,8.4,A,45.8,41.6
2017,17DX,71,NOPI,M,2/23/18,54,145,584001.8,4230505.2,WLanding,7:30-9:30,283,108.45,52.51,17.64,44.76,97.71,510,1047.6,Yes,NA,13.8,49.7,11.1,A,31,59.5
2017,17DX,72,AMWI,F,12/7/17,341,67,583332.4,4224869.2,Joice C,7:33,246,86.13,36.06,16.3,38.43,90.2,395,701.8,Yes,NA,16.9,21.5,7.9,I,37.6,49
2017,17DX,73,MALL,M,12/7/17,341,67,583332.4,4224869.2,Joice C,8:48,275,111.46,52.53,21.51,43.28,111.21,500,1176.2,Yes,NA,28,18.1,14.2,I,40.9,46.65
2017,17DX,74,GADW,F,12/4/17,338,64,592189,4220665.3,Pond 12,7:20,259,93.18,39.33,17.69,38.77,98.84,430,814.1,Yes,NA,26.5,17.7,10.2,I,38.1,49
2017,17DX,75,MALL,M,12/4/17,338,64,592189,4220665.3,Pond 12,6:43,290,117.08,55.13,22.97,45.73,111.64,521,1175.2,Yes,NA,31.9,4.7,11.9,A,57.2,24.9
2017,17DX,76,AGWT,F,2/23/18,54,145,584001.8,4230505.2,WLanding,7:30-9:30,181,74.83,33.18,13.26,29.06,64.58,295,309,Yes,NA,9,3.1,3.7,A,42.1,45.4
2017,17DX,77,GADW,M,12/4/17,338,64,592189,4220665.3,Pond 12,7:24,280,103.02,43.51,17.61,43.12,101.63,448,951.8,Yes,NA,35.3,14.8,11.6,A,35.7,48.3
2017,17DX,78,MALL,M,12/4/17,338,64,592189,4220665.3,Pond 12,8:32,301,121.08,55.85,22.37,45.06,115.7,525,1405.7,Yes,NA,38,23.7,14.8,A,40.5,48.8
2017,17DX,79,AGWT,F,12/21/17,355,81,591495,4220779,Pond 12,7:15,179,77.15,34.7,13.33,28.45,67.47,303,315.5,Yes,NA,8.4,6.1,4,I,40.2,49.1
2017,17DX,80,MALL,M,12/21/17,355,81,591495,4220779,Pond 12,9:45,291,115.95,58.58,22.25,45.73,111.99,510,1206.5,Yes,NA,27.9,13.8,12.5,A,42.9,42.7
2017,17DX,81,NSHO,M,2/1/18,32,123,591483.5,4220664.5,Pond 12,7:20,246,114.52,66.52,19.48,38.24,87.63,450,561.3,Yes,NA,21.9,7.1,7.3,I,46.5,39.5
2017,17DX,82,NOPI,M,2/15/18,46,137,582656.2,4224679.8,Joice D,9:12,270,106.06,50.79,18.48,42.82,101.76,515,929.9,No,NA,19.8,27.8,12.4,A,36.9,53.4
2017,17DX,83,AGWT,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,7:30,188,77.13,35.02,13.66,30.18,72.12,312,356.3,NA,NA,9.3,2.1,4.5,A,46.25,39.9
2017,17DX,84,AMWI,M,12/28/17,362,88,591495,4220779,Pond 12,9:15,268,88.12,36.4,16.31,37.3,88.19,400,724.5,Yes,NA,20.7,13.2,8.4,I,42.4,43.2
2017,17DX,85,AMWI,F,1/18/18,18,109,591483.5,4220664.5,Pond 12,7:15,241,84.01,33,15.93,37.7,89.03,378,562.3,Yes,NA,19.5,0.7,5.8,I,68.8,12.6
2017,17DX,86,NSHO,F,1/18/18,18,109,591483.5,4220664.5,Pond 12,7:00,228,105.73,57.25,17.51,35.11,80.85,399,515.2,Yes,NA,13.3,9.9,6,A,38.1,49.6
2017,17DX,87,NSHO,F,1/18/18,18,109,591483.5,4220664.5,Pond 12,7:30,227,105.64,59.85,17.98,34.11,83.46,392,493.4,Yes,NA,18.5,4.5,5.6,I,45,40.9
2017,17DX,88,NOPI,M,12/21/17,355,81,591495,4220779,Pond 12,10:00,284,112.27,54.64,19.08,46.45,100.99,520,959.3,No,NA,18.6,22,12.2,A,35.6,54.6
2017,17DX,89,MALL,F,1/18/18,18,109,591483.5,4220664.5,Pond 12,7:10,277,109.61,55.41,22.91,44.7,109.52,495,1335.6,Yes,NA,24.5,28,12.3,A,32.5,54.8
2017,17DX,90,AMWI,F,1/18/18,18,109,591483.5,4220664.5,Pond 12,7:15,240,82.32,33.94,14.73,36.64,83.8,375,566.6,Yes,NA,23.7,2.8,7.3,I,56.4,25
2017,17DX,91,AGWT,M,12/28/17,362,88,591495,4220779,Pond 12,9:15,189,81.04,36.5,13.52,30.82,72.57,321,338.2,Yes,NA,8.7,6.5,4.2,A,41.5,45.8
2017,17DX,92,NOPI,M,1/25/18,25,116,582656.2,4224679.8,Joice D,10:15,274,110.24,53.37,18.05,43.96,102.22,515,914,Yes,NA,16.7,17.4,10.1,A,39.4,47.1
2017,17DX,93,AGWT,F,2/23/18,54,145,584001.8,4230505.2,WLanding,7:30-9:30,177,76.54,34.61,13.17,30.1,65.8,310,317.5,Yes,NA,10.3,2.3,3.6,I,49.8,36.4
2017,17DX,94,AGWT,F,2/15/18,46,137,583059,4225176,Joice D,7:00,176,75.6,34.24,13.78,30.27,67.98,300,340.7,Yes,NA,10.2,8.9,3.5,I,34,53.8
2017,17DX,95,AGWT,M,1/11/18,11,102,591483.5,4220664.5,Pond 12,8:00,195,85.86,40.87,14.71,34.51,76.62,335,418.5,No,NA,11.5,5.9,5.7,A,40,47.15
2017,17DX,96,AGWT,M,2/23/18,54,145,584001.8,4230505.2,WLanding,7:30-9:30,185,81.86,37.95,13.35,30.95,66.42,323,330.5,Yes,NA,7.6,3.1,4.1,A,45.1,36.6
2017,17DX,97,AGWT,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,9:00,188,79.03,36.89,13.4,30.74,70.98,307,344.6,No,NA,7.6,5.1,4.6,A,41.1,42.9
2017,17DX,98,AGWT,F,1/11/18,11,102,591483.5,4220664.5,Pond 12,8:02,176,76.66,36.72,13.13,29.54,NA,302,364.4,Yes,NA,9.6,6.9,4.5,A,34.8,55.9
2017,17DX,99,MALL,F,1/11/18,11,102,591483.5,4220664.5,Pond 12,8:58,272,109.98,52.6,21.53,45.6,113.05,490,1365.2,Yes,NA,40.8,26.8,16.3,A,36,50.5
2017,17DX,100,GADW,M,2/15/18,46,137,582656.2,4224679.8,Joice D,9:37,289,102.12,44.72,17.16,42.05,108.01,470,996.2,Yes,NA,21.6,25.9,12.6,A,37.1,48.3
2017,17DX,101,AGWT,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,8:00,186,83.96,37.76,14.36,32.32,75.31,325,335.9,No,NA,6.3,4.9,4.4,A,43.4,41.1
2017,17DX,102,NOPI,F,1/11/18,11,102,591483.5,4220664.5,Pond 12,8:40,259,99.81,46.79,17.46,38.56,91.24,465,852.7,Yes,NA,22.4,17.6,10.5,A,34.7,53.5
2017,17DX,103,MALL,M,1/11/18,11,102,591483.5,4220664.5,Pond 12,8:17,298,116.56,57.18,23.65,43.83,115,514,1107.1,Yes,NA,22.2,11.6,13.7,I,51.9,35
2017,17DX,104,MALL,M,1/11/18,11,102,591483.5,4220664.5,Pond 12,10:00,295,115.51,50.76,21.12,45.81,112.12,526,1227.3,Yes,NA,24.8,12.8,13.9,A,46.8,42.8
2017,17DX,105,AGWT,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,8:35,187,79.48,35.86,13.59,31.8,71.31,315,333.6,Yes,NA,8.5,3.8,5.1,A,45,38.9
2017,17DX,106,NOPI,M,1/25/18,25,116,582656.2,4224679.8,Joice D,10:15,282,107.15,49.98,17.98,41.66,96.33,510,1024.6,Yes,NA,37.7,19.7,10.7,A,40,46.4
2017,17DX,107,AGWT,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,7:50,184,82.35,38.11,13.57,31.11,68.62,320,367,Yes,NA,9,7.3,5.3,A,40.3,54.8
2017,17DX,108,AGWT,M,2/23/18,54,145,584001.8,4230505.2,WLanding,7:30-9:30,188,83.13,38.93,15.36,31.28,70.74,338,373.3,Yes,NA,9.7,4.8,4.9,A,41.5,46.6
2017,17DX,109,AGWT,F,12/11/17,345,71,606440,4265460,Pond 12,8:20,176,79.21,34.4,13.66,30.48,68.6,305,347.3,Yes,NA,8.9,6.2,4.2,I,40.4,47.4
2017,17DX,110,MALL,M,1/11/18,11,102,591483.5,4220664.5,Pond 12,9:05,294,115.21,54.6,23.96,48.67,118.06,535,1339,Yes,NA,33.3,8,16.9,A,43.3,38.5
2017,17DX,111,AGWT,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,8:14,192,83.24,39.91,14.01,29.5,70.34,332,338.8,Yes,NA,9.2,1.5,4.6,A,59.5,23.9
2017,17DX,112,NOPI,M,12/21/17,355,81,591495,4220779,Pond 12,10:00,286,110.12,52.9,18.45,43.7,105.45,525,998.6,No,NA,28.7,23.4,13.8,A,41.4,47.1
2017,17DX,113,MALL,M,1/4/18,4,95,583094.8,4225142.7,Joice D,9:42,305,119.43,55.43,22.94,45.37,119.63,530,1446.1,Yes,NA,23.6,29.1,15,A,32.5,50.8
2017,17DX,114,NSHO,M,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,248,117.65,63.63,19.04,37.55,89.43,435,656.7,Yes,NA,16.8,11.9,7.6,A,35.6,52.6
2017,17DX,115,NSHO,F,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,222,105.23,59.09,18.07,33.75,81.05,395,569.5,No,NA,16.7,17,6.6,A,32.3,55.9
2017,17DX,116,MALL,F,1/11/18,11,102,591483.5,4220664.5,Pond 12,8:20,280,104.38,52.17,22.01,41.63,105.42,466,1094.5,Yes,NA,19,20.9,10.1,A,35.3,48.6
2017,17DX,117,MALL,M,1/11/18,11,102,591483.5,4220664.5,Pond 12,8:57,292,115.66,53.72,22.29,46.43,113.11,510,1361.3,Yes,NA,34.8,31.6,15.7,A,36.8,47.9
2017,17DX,118,AGWT,M,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,188,77.7,32.58,14.1,28.72,70.95,308,362.7,No,NA,6.9,6.9,4.4,A,36.7,51.6
2017,17DX,119,AGWT,M,2/23/18,54,145,584001.8,4230505.2,WLanding,7:30-9:30,193,80.06,35.36,14.02,29.87,74.27,325,355.1,Yes,NA,7,4.2,5,A,43.3,39.8
2017,17DX,120,AMWI,F,12/28/17,362,88,591495,4220779,Pond 12,8:50,252,81.38,35.87,15.46,37.33,87.44,372,689.9,Yes,NA,18,14.4,8.3,A,36.6,54
2017,17DX,123,NOPI,M,12/28/17,362,88,591495,4220779,Pond 12,8:15,276,101.83,50.19,17.59,42.78,98.67,495,878.6,No,NA,17,31.2,10.3,A,38,52.8
2017,17DX,124,NOPI,M,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,269,105.22,NA,18.3,43.83,101.02,500,1040.6,Yes,NA,20.6,38.4,10,A,31.7,58.6
2017,17DX,125,MALL,F,12/21/17,355,81,591495,4220779,Pond 12,8:30,273,105.7,53.15,20.86,43.65,101.49,465,1213.8,Yes,NA,19.5,39.2,11.2,I,33.7,58.7
2017,17DX,126,NSHO,M,12/28/17,362,88,591495,4220779,Pond 12,7:35,252,115.26,65.25,20.49,37.22,88.18,423,625.8,No,NA,17,11.7,6.9,A,36.8,52.8
2017,17DX,127,NSHO,M,2/15/18,46,137,582656.2,4224679.8,Joice D,8:31,245,116.92,66.66,19.79,35.64,92.52,422,720.4,Yes,NA,14.1,18.7,8.1,A,30.6,55.9
2017,17DX,128,AGWT,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,9-10 AM,192,81.21,37.97,13.77,31.73,70.49,322,326.2,Yes,NA,9.4,3.4,3.7,A,46.8,39
2017,17DX,129,MALL,M,1/11/18,11,102,591483.5,4220664.5,Pond 12,9:15,302,117.46,57.05,22.5,46.71,112.35,527,1289.4,Yes,NA,23.4,15.4,15.7,A,40.2,48
2017,17DX,130,AGWT,F,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,177,75.85,35.63,12.92,28.06,61.67,299,322.8,No,NA,8.4,7.2,4.2,A,35.3,49.7
2017,17DX,132,MALL,M,1/11/18,11,102,591483.5,4220664.5,Pond 12,7:15,297,120.56,57.14,22.92,48.21,107.65,530,1173.9,Yes,NA,34.8,3.8,16.6,A,53.5,26.6
2017,17DX,133,NSHO,F,1/11/18,11,102,591483.5,4220664.5,Pond 12,7:40,227,108.39,62.5,19.46,36.56,80.96,395,505,Yes,NA,12.1,10.2,6.2,I,39.8,46.3
2017,17DX,134,AGWT,F,1/11/18,11,102,591483.5,4220664.5,Pond 12,7-10 AM,174,75.35,34.27,12.96,27.9,64.86,290,327.9,Yes,NA,6.7,8.8,3.3,I,29.7,57.2
2017,17DX,135,NSHO,F,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,227,109,60.81,19.7,36.73,84.99,395,577.7,Yes,NA,31.7,4.7,6.2,I,46.4,35.8
2017,17DX,136,NSHO,M,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,238,117.47,65.67,17.42,36.59,86.86,NA,601.6,Yes,NA,22.5,9.1,7,A,40.2,43.4
2017,17DX,137,NSHO,F,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,227,108.43,61.31,19.17,34.87,86.57,395,611.3,Yes,NA,16.2,16.2,7.1,A,31.4,59.7
2017,17DX,138,NOPI,M,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,286,115.92,56.27,18.83,44.39,107.55,520,1021,No,NA,17.1,30.8,11.9,A,39.95,48.8
2017,17DX,139,NSHO,M,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,247,110.61,59.71,20.52,35.89,90.24,415,701.9,Yes,NA,15.9,21.1,7.2,A,30,59.2
2017,17DX,140,AGWT,F,2/26/18,57,148,584001.8,4230505.2,WLanding,7:30-9:45,174,76.74,35.18,14.69,30.79,71.54,309,341.6,Yes,NA,9.7,5.5,3.6,A,38.5,50.1
2017,17DX,141,AMWI,M,1/4/18,4,95,583094.8,4225142.7,Joice D,9:12,263,85.45,37.89,16.9,37.87,90.8,406,811.3,Yes,NA,39.4,14.2,8,A,40.4,40.9
2017,17DX,142,MALL,F,12/21/17,355,81,591495,4220779,Pond 12,8:30,282,109.71,54.02,21.5,44.79,99.78,464,1148.3,Yes,NA,19.2,24.9,11.5,A,35.6,50.95
2017,17DX,143,AGWT,M,12/21/17,355,81,591495,4220779,Pond 12,7:15,185,81.17,36.13,14.12,28.11,71.45,308,365.3,No,NA,6,7.8,4.1,A,36.9,54.2
2017,17DX,144,NOPI,F,12/18/17,352,78,582656.2,4224679.8,Joice D,6:55,249,98.56,46.19,17.45,40.96,89.65,437,908.5,Yes,NA,30.9,29.9,9.1,I,33.7,51.4
2017,17DX,145,NOPI,M,12/28/17,362,88,591495,4220779,Pond 12,8:30,274,107.25,50.5,17.68,43.47,98.87,520,869.6,No,NA,14.5,13,11.8,A,44.3,43.7
2017,17DX,146,MALL,F,12/28/17,362,88,591495,4220779,Pond 12,8:30,263,102.37,51.36,19.88,40.75,97.31,460,910.9,Yes,NA,21,8.4,11.6,I,49.5,38.4
2017,17DX,147,NOPI,M,1/11/18,11,102,591483.5,4220664.5,Pond 12,8:00,284,111.04,53.35,18.08,42.4,100.33,511,985.7,No,NA,20.2,27.7,10.3,A,36,55.1
2017,17DX,148,NSHO,F,12/28/17,362,88,591495,4220779,Pond 12,9:35,228,112.32,64.02,18.99,38.36,91.71,410,654.9,Yes,NA,19,24.3,6.8,I,31.5,57.4
2017,17DX,149,AMWI,F,12/28/17,362,88,591495,4220779,Pond 12,7:25,248,84.66,36.46,15.82,37.57,85.31,375,617,No,NA,14.9,11.7,6.6,I,41.7,43.1
2017,17DX,150,NOPI,M,1/4/18,4,95,583094.8,4225142.7,Joice D,8:45,276,110.32,53.06,18.24,43.81,100.31,520,995.6,No,NA,19.1,29.5,12.3,A,32.1,57.5
2017,17DX,151,AGWT,M,12/28/17,362,88,591495,4220779,Pond 12,10:07,192,81.91,37.48,12.72,29.68,NA,335,371,Yes,NA,7.4,7.7,4.5,A,38.6,51.5
2017,17DX,153,NOPI,F,12/21/17,355,81,591495,4220779,Pond 12,10:00,255,99.12,47.11,16.9,38.74,94.36,443,767.8,Yes,NA,23.8,5.5,9.2,I,52.1,35
2017,17DX,154,MALL,F,12/21/17,355,81,591495,4220779,Pond 12,8:30,276,108.61,54.03,21.63,42.16,112.76,485,1194.2,Yes,NA,18,47.8,12.4,I,31.5,61.85
2017,17DX,156,NOPI,M,12/28/17,362,88,591495,4220779,Pond 12,8:00,280,104.63,52.58,18.23,42.84,100.8,510,849.4,No,NA,14.3,31.9,9.4,A,33.1,50.9
2017,17DX,157,AGWT,M,12/28/17,362,88,591495,4220779,Pond 12,7:00,187,81.59,36.35,13.62,30.32,72.57,320,355.7,Yes,NA,12,6.7,4.3,A,38,50.7
2017,17DX,158,NOPI,F,12/28/17,362,88,591495,4220779,Pond 12,8:15,255,95.79,44.89,17.88,38.7,93.88,439,848.3,Yes,NA,18.9,16.2,10.3,A,38.1,49.8
2017,17DX,159,NOPI,F,12/18/17,352,78,582656.2,4224679.8,Joice D,7:51,254,98.73,46.29,16.86,40.06,95.48,450,870,Yes,NA,15.1,49.8,9.2,I,32.45,56.6
2017,17DX,160,NSHO,M,12/28/17,362,88,591495,4220779,Pond 12,9:25,246,115.94,66.76,20.12,38.5,87.85,428,613.3,Yes,NA,22.1,4.6,5.8,A,43.6,43
2017,17DX,161,AGWT,M,12/21/17,355,81,591495,4220779,Pond 12,9:30,190,80.8,37.48,13.42,28.09,69.13,320,341.5,Yes,NA,7.6,5.5,4.6,A,44.5,41
2017,17DX,163,AMWI,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,7:46,261,86.3,34.65,16.94,40.1,90.13,409,788.3,Yes,NA,22.3,16.8,9.5,I,41,47.3
2017,17DX,164,MALL,F,1/18/18,18,109,591483.5,4220664.5,Pond 12,8:15,280,109.13,52.72,20.13,44.4,94.54,470,974.4,Yes,NA,17.7,14,11.7,A,40.2,47.4
2017,17DX,166,NSHO,F,12/18/17,352,78,582656.2,4224679.8,Joice D,7:08,219,108.02,59.41,18.55,33.42,81.18,385,513.8,Yes,NA,15.3,7.3,5.5,I,41.4,50.9
2017,17DX,167,MALL,F,12/21/17,355,81,591495,4220779,Pond 12,9:45,280,108.2,55.4,21.38,45.18,104.65,490,1263,Yes,NA,26.5,23.5,12,A,38.2,46.8
2017,17DX,168,NSHO,M,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,246,116.92,63.33,19.73,37.26,89.49,421,662.7,No,NA,17.4,12.7,7.7,A,34.2,55.3
2017,17DX,170,AGWT,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,9:45,182,82.15,37.05,13.37,30.56,73.34,315,358.1,Yes,NA,7.7,6.5,4.3,A,37.9,46
2017,17DX,171,NSHO,M,1/4/18,4,95,583094.8,4225142.7,Joice D,7:49,234,114.28,65.48,20.49,39.3,86.11,420,609,Yes,NA,18.6,18.8,6.4,A,34.1,52.5
2017,17DX,172,AGWT,M,1/18/18,18,109,591483.5,4220664.5,Pond 12,9:08,184,83.75,37.64,13.96,32.58,74.26,318,354.8,Yes,NA,12.2,4.2,4.6,I,44.5,36.7
2017,17DX,173,NSHO,F,2/1/18,32,123,591483.5,4220664.5,Pond 12,7:20,240,105.89,56.75,18.94,39.68,86.93,400,572,Yes,NA,19.4,11.8,7.6,A,37.2,50.1
2017,17DX,174,AGWT,F,12/21/17,355,81,591495,4220779,Pond 12,7:15,175,74.92,33.97,12.95,30.35,69.89,295,340.1,Yes,NA,6,9.9,4.8,I,33.4,57.4
2017,17DX,175,AGWT,M,1/4/18,4,95,583094.8,4225142.7,Joice D,7:15,181,84.61,39.72,14.07,30.67,67.24,320,344.2,No,NA,7.4,5.3,4.8,A,43.3,45.3
2017,17DX,177,NSHO,M,12/28/17,362,88,591495,4220779,Pond 12,9:25,252,114.53,62.32,19.92,36.97,88.23,426,715.2,Yes,NA,18.6,18.2,9.3,A,30.8,54.9
2017,17DX,178,AMWI,F,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,241,85.6,36.74,16.63,38.34,85.87,385,635.5,Yes,NA,23.6,7.4,8.7,I,51.6,33
2017,17DX,179,AGWT,F,1/18/18,18,109,591483.5,4220664.5,Pond 12,7:25,172,79.85,36.8,13.85,30.01,72.22,310,339.8,Yes,NA,10.9,6.4,4.1,I,40.4,46.3
2017,17DX,180,MALL,M,1/4/18,4,95,583094.8,4225142.7,Joice D,7:45,293,119.23,55.76,22.74,47.71,117.4,530,1298.9,Yes,NA,22,20,13.3,A,39,50.8
2017,17DX,181,AGWT,M,1/11/18,11,102,591483.5,4220664.5,Pond 12,7:30,183,84.33,38.78,14.8,30.34,78.18,330,406.6,Yes,NA,22.4,5.9,4.8,A,36.8,46.1
2017,17DX,182,NSHO,M,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,241,117.81,63.28,19.52,37.54,90.16,425,655.7,Yes,NA,21.1,15.4,6.9,I,35.9,52.7
2017,17DX,183,MALL,F,1/4/18,4,95,583094.8,4225142.7,Joice D,7:00,269,107.68,52.05,21.38,47.12,94.44,470,1090.5,Yes,NA,18.4,14.6,11.8,I,42.6,48.5
2017,17DX,184,AMWI,M,1/11/18,11,102,591483.5,4220664.5,Pond 12,7:25,261,86.99,35.1,16.61,39.51,89.28,390,651,Yes,NA,16.4,4.4,7.6,A,57.2,26.6
2017,17DX,185,NSHO,F,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,228,107.88,59.21,20.35,35.79,88.04,395,634.1,Yes,NA,18.5,18.3,7.1,A,31.8,59.4
2017,17DX,186,MALL,F,12/21/17,355,81,591495,4220779,Pond 12,8:27,267,101.5,48.88,19.91,39.67,103.04,450,980.7,Yes,NA,21.5,16.9,11.5,I,41.8,43.7
2017,17DX,187,AMWI,M,1/11/18,11,102,591483.5,4220664.5,Pond 12,8:00,273,88.14,36.75,17.01,39.39,95.25,412,840,Yes,NA,22.2,20,9.1,A,41.2,44.8
2017,17DX,188,GADW,M,1/8/18,8,99,583059,4225176,Joice D,7-9 AM,266,99.3,42.81,17.86,41.81,104.73,455,962.4,Yes,NA,20.9,22.8,10.2,I,35.7,47.8
